flag_very_short,MTLD_valid,guiraud,herdan_c,k2_ratio,mean_word_length,mean_syllables,academic_suffix_ratio,oov_ratio,hapax_ratio,mean_sent_length,sent_per_para,sent_length_std,len_z_in_prompt,clean_beyond_2k,prompt_grouped_Being busy,prompt_grouped_Career commitment,prompt_grouped_Cell phones at school,prompt_grouped_Cell phones in classrooms,prompt_grouped_Community service,prompt_grouped_Controlling extracurricular involvement,prompt_grouped_Creative arts requirement,prompt_grouped_Curfews for teenagers,prompt_grouped_Distance learning,prompt_grouped_Enjoyable educational activities,prompt_grouped_Extended school day,prompt_grouped_First impressions,prompt_grouped_Four-day work week,prompt_grouped_Imagination,prompt_grouped_Impact of technology,prompt_grouped_Individuality,prompt_grouped_Influences of character,prompt_grouped_Influencing behavior,prompt_grouped_Internships and shadowing,prompt_grouped_Lessons with elementary school students,prompt_grouped_Letter to employer,prompt_grouped_Lunch menus,prompt_grouped_Mandatory extracurricular activities,prompt_grouped_OTHER,prompt_grouped_Places to visit,prompt_grouped_Positive attitudes,prompt_grouped_Praising student work,prompt_grouped_Seeking multiple opinions,prompt_grouped_Self-reliance,prompt_grouped_Spending time outdoors,prompt_grouped_Success and failure,prompt_grouped_Talents and skills,prompt_grouped_Three-year high school program,prompt_grouped_Trying something beyond what you have mastered,prompt_grouped_Working with a group or alone,prompt_grouped_Year-round school
-0.07773220743364719,-1.5933007844942952,-2.4686454162848115,-3.3549710147610456,-1.7299986777317937,1.4241640381794665,2.110655787092509,-0.003575081248558064,-0.5386363458439836,-2.1672130193777295,-0.34748281782464635,0.6248025296631925,-0.9571007997396344,0.45322694620051274,-0.1336800033684011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,0.11222851634295292,0.9278594599844091,0.10715101510278409,-0.04378085780931781,-1.1105634188051958,-1.1745030534459409,-0.035804438456968346,-0.46285558741174676,0.28037429635669353,-0.4638268536167664,-0.3457864872774014,0.51394156205429,0.9639535214003669,-0.5450493262535052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.07773220743364719,3.3569338104156197,-0.11426518731145055,1.0366943435749363,-0.25160414200518094,-0.6985109037359917,-1.0203532810933529,-0.6563046346663034,-0.6315811222117317,0.17070837174364525,1.5655847406524657,-1.5886364953570884,-0.2562571773893521,-1.3647544398943479,-0.8290285995197648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,-0.24504958183917874,-1.0563928702627663,-1.8205992680674328,0.8600964121170863,0.4941537223570567,-0.21708444184461329,0.19888681697444052,0.441107483526174,-1.7555601005143844,1.04861184164525,-1.2413458957271877,1.5894390482359682,1.019040971085648,-1.1357359502236692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,0.5517586680202676,0.8806996214503509,-0.3395673606950071,-0.4491297901836946,-0.7771292303141023,-0.6488255043660283,0.3624272774935456,-0.6315811222117317,-0.19262923707533877,0.17924011768625814,0.8294506948598592,0.9014676915321892,1.911185028845545,-0.36370792296289456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.07773220743364719,1.0231397442246404,0.5556312557716474,0.45774866766022837,0.4394164937631175,0.28672009299118956,-0.6873415815017911,-0.855591236540994,-0.6315811222117317,1.0341288579181078,-0.8115927456982208,0.6248025296631925,-1.0534804660658836,-0.37530817974990627,-0.2764199932505499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,-0.3270915049282814,0.27061296861814554,0.6978374365757183,-1.482179743498236,0.21940377575483172,-0.08328663900835101,-0.5358646375260624,2.1008204852388754,0.6693792213474593,-0.10933071952383623,0.45042037715107797,-0.21152375719271213,-0.678177864715056,0.5940636464072018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,-0.045037088443266836,-0.016262706382610265,0.5624025886500695,0.42942407519238945,0.517201643857811,-0.03143734511011122,-0.08745612921799141,-0.14408888911511997,-0.024131420985534252,2.718758987927683,-1.1247408779843484,3.506371082418248,-0.8320897680526025,0.7996449449441835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,-0.9163253693054172,-0.29265598076543975,-1.0536636370823311,-1.3575645633833382,-0.8673156896263778,-1.3614655690013424,-1.2563700224557488,-0.2544453863270239,-1.3825202979332962,-0.6607511605656932,1.2933463122325985,-0.8804031909382205,1.1332647771338291,-1.294512797703335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07773220743364719,1.7060046269182032,1.5509011417264529,1.1556134015419024,0.37276528575876483,-0.5443504605133441,-0.2747130472870785,-0.3775668196381915,-0.6315811222117317,1.1796443977951903,-0.036705718559870114,-1.1952191918404325,1.002586154367656,0.13112408822515284,0.7894318764063593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
